State,District,Block,Total No. Of Works,Road Length,Sanction Cost
Rajasthan,Phalodi,Bap,5,58.000,795.63
Rajasthan,Phalodi,Phalodi,5,25.000,436.44
Rajasthan,Pratapgarh,Arnod,1,10.000,299.93
Rajasthan,Pratapgarh,Chhoti Sadri,1,12.000,358.68
Rajasthan,Pratapgarh,Dhariawad, , , 
Rajasthan,Pratapgarh,Peepal Khoont,1,10.000,286.53
Rajasthan,Pratapgarh,Pratapgarh, , , 
Rajasthan,Rajsamand,Amet,1,10.100,202.43
Rajasthan,Rajsamand,Bhim,1,12.000,357.70
Rajasthan,Rajsamand,Deogarh,1,11.500,202.38
Rajasthan,Rajsamand,Khamnor,3,64.300,"1,828.17"
Rajasthan,Rajsamand,Kumbhalgarh, , , 
Rajasthan,Rajsamand,Railmagra,3,45.000,"1,464.64"
Rajasthan,Rajsamand,Rajsamand,,,
Rajasthan,Salumbar,Lasadiya,,,
Rajasthan,Salumbar,Lasadiya,,,
Rajasthan,Salumbar,Lasadiya,,,
Rajasthan,Salumbar,Salumbar,,,
Rajasthan,Salumbar,Sarada,,,
Rajasthan,Sanchor,Raniwara,,,
Rajasthan,Sanchor,Sanchore,,,
Rajasthan,Sanchor,Chitalwana,,,
Rajasthan,Sawaimadhopur,Bonli,,,
Rajasthan,Sawaimadhopur,Khandar,,,
Rajasthan,Sawaimadhopur,Sawaimadhopur,,,
Rajasthan,Shahpura,Banera,,,
Rajasthan,Shahpura,Jahazpur,,,
Rajasthan,Shahpura,Kotri,,,
Rajasthan,Shahpura,Shahpura,,,
Rajasthan,Sikar,Danta Ramgarh,,,
Rajasthan,Sikar,Dhod,,,
Rajasthan,Sikar,Fatehpur,,,
Rajasthan,Sikar,Khandela,,,
Rajasthan,Sikar,Lachhmangarh,,,
Rajasthan,Sikar,Piprali,,,
Rajasthan,Sirohi,Abu Road,,,
Rajasthan,Sirohi,Pindwara,,,
Rajasthan,Sirohi,Reodar,,,
Rajasthan,Sirohi,Sheoganj,,,
Rajasthan,Sirohi,Sirohi,,,
Rajasthan,Sri Ganganagar,Ganganagar,,,
Rajasthan,Sri Ganganagar,Karanpur,,,
Rajasthan,Sri Ganganagar,Padampur,,,
Rajasthan,Sri Ganganagar,Sadulshahar,,,
Rajasthan,Sri Ganganagar,Suratgarh,,,
Rajasthan,Tonk,Deoli,,,
Rajasthan,Tonk,Malpura,,,
Rajasthan,Tonk,Niwai,,,
Rajasthan,Tonk,Todaraisingh,,,
Rajasthan,Tonk,Tonk,,,
Rajasthan,Tonk,Uniara,,,
Rajasthan,Udaipur,Bargaon,,,
Rajasthan,Udaipur,Bhindar,,,
Rajasthan,Udaipur,Girwa,,,
Rajasthan,Udaipur,Gogunda,,,
Rajasthan,Udaipur,Jhadol,,,
Rajasthan,Udaipur,Kherwara,,,
Rajasthan,Udaipur,Kotra,,,
Rajasthan,Udaipur,Mavli,,,
Bihar,Sitamarhi,Major Ganj,5,14.904,867.89
Bihar,Sitamarhi,Nanpur,4,11.893,715.77
Bihar,Sitamarhi,Parihar,30,79.819,"5,819.10"
Bihar,Sitamarhi,Parsauni,24,39.099,"2,143.08"
Bihar,Sitamarhi,Pupari,21,48.186,"2,987.69"
Bihar,Sitamarhi,Riga,20,60.728,"4,001.91"
Bihar,Sitamarhi,Runnisaidpur,27,102.947,"5,912.21"
Bihar,Sitamarhi,Sonbarsa,30,125.024,"7,734.49"
Bihar,Sitamarhi,Suppi,9,26.563,"1,691.32"
Bihar,Sitamarhi,Sursand,32,98.060,"6,541.09"
Bihar,Siwan,Andar,6,31.800,"1,518.45"
Bihar,Siwan,Barharia,5,14.650,659.54
Bihar,Siwan,Basantpur,1,2.450,126.42
Bihar,Siwan,Bhagwanpur Hat,1,2.050,90.84
Bihar,Siwan,Darauli,8,34.800,"1,662.11"
Bihar,Siwan,Daraundha, , , 
Bihar,Siwan,Goraiyakothi,7,25.900,"1,211.99"
Bihar,Siwan,Guthani,6,16.900,853.22
Bihar,Siwan,Hasanpura,1,2.350,96.29
Bihar,Siwan,Hussainganj,5,18.335,846.08
Bihar,Siwan,Lakri Nabiganj, , , 
Bihar,Siwan,Maharajganj,8,28.625,"1,376.09"
Bihar,Siwan,Mairwa,4,20.400,892.05
Bihar,Siwan,Nautan, , , 
Bihar,Siwan,Panchrukhi,4,9.725,489.75
Bihar,Siwan,Raghunathpur,1,4.550,190.79
Bihar,Siwan,Siswan,8,17.000,820.99
Bihar,Siwan,Siwan,3,8.400,390.72
Bihar,Siwan,Ziradei, , , 
Bihar,Supaul,Basantpur,8,37.817,"1,921.60"
Bihar,Supaul,Chhatapur,1,2.290,138.61
Bihar,Supaul,Kishanpur,4,12.210,652.21
Bihar,Supaul,Marauna,1,8.260,487.91
Bihar,Supaul,Nirmalli,2,3.632,206.71
Bihar,Supaul,Pipra,6,36.959,"1,856.84"
Bihar,Supaul,Pratapganj,1,4.180,226.46
Bihar,Supaul,Raghopur,8,40.135,"2,065.21"
Bihar,Supaul,Saraigarh Bhaptiahi, , , 
Bihar,Supaul,Supaul,7,25.749,"1,225.75"
Bihar,Supaul,Triveniganj,4,23.224,"1,169.27"
Bihar,Vaishali,Bhagwanpur,21,66.800,"3,275.99"
Bihar,Vaishali,Bidupur,15,33.210,"1,695.51"
Bihar,Vaishali,Chehrakala,12,38.808,"1,726.86"
Bihar,Vaishali,Desari,2,6.609,289.63
Bihar,Vaishali,Goroul,29,59.369,"2,952.53"
Bihar,Vaishali,Hajipur,29,66.135,"3,076.21"
Bihar,Vaishali,Jandaha,11,48.300,"2,255.99"
Bihar,Vaishali,Lalganj,17,47.150,"2,283.70"
Bihar,Vaishali,Mahnar,9,20.559,966.19
Bihar,Vaishali,Mahua,8,32.120,"1,433.14"
Bihar,Vaishali,Patepur,19,75.543,"3,235.18"
Bihar,Vaishali,Paterhi Belsar,19,39.760,"2,047.94"
Bihar,Vaishali,Raghopur,5,28.500,"1,743.05"
Bihar,Vaishali,Rajapakar,14,38.060,"1,798.95"
Bihar,Vaishali,Sahdai Bujurg,7,21.491,"1,030.37"
Bihar,Vaishali,Vaishali,37,111.216,"5,672.65"
Bihar,West Champaran,Bairia,11,33.626,"2,232.04"
Bihar,West Champaran,Bettiah,13,28.124,"1,647.62"
Bihar,West Champaran,Bgaha,18,104.740,"5,654.36"
Bihar,West Champaran,Bhitaha,9,39.066,"2,209.37"
Bihar,West Champaran,Chanpatia,18,69.933,"4,185.64"
Bihar,West Champaran,Gaunaha,23,106.725,"6,197.24"
Bihar,West Champaran,Lauriya,20,73.927,"4,485.75"
Bihar,West Champaran,Madhubani,8,33.387,"1,586.46"
Bihar,West Champaran,Mainatanr,30,124.580,"7,205.51"
Bihar,West Champaran,Manjhaulia,16,60.200,"3,530.22"
Bihar,West Champaran,Narkatiaganj,23,100.015,"5,909.88"
Bihar,West Champaran,Nautan,22,65.813,"4,169.68"
Bihar,West Champaran,Piparasi,3,20.756,"1,244.77"
Bihar,West Champaran,Ramnagar,15,95.652,"5,079.20"
Bihar,West Champaran,Sidhaw,24,145.187,"7,029.30"
Bihar,West Champaran,Sikta,16,84.269,"5,186.11"
Bihar,West Champaran,Thakrahan,4,9.283,612.75
Bihar,West Champaran,Yogapatti,24,84.039,"5,045.95"
Haryana,Ambala,Ambala,1,9.300,480.72
Haryana,Ambala,Barara, , , 
Haryana,Ambala,Naraingarh, , , 
Haryana,Ambala,Shahzadpur, , , 
Haryana,Ambala,Ambala II, , , 
Haryana,Ambala,Saha, , , 
Haryana,Bhiwani,Bawani Khera, , , 
Haryana,Bhiwani,Bhiwani,2,24.810,"1,480.47"
Haryana,Bhiwani,Kairu, , , 
Haryana,Bhiwani,Loharu,1,24.300,"1,306.14"
Haryana,Bhiwani,Siwani,2,25.740,"1,742.47"
Haryana,Bhiwani,Tosham,2,27.490,"1,792.06"
Haryana,Bhiwani,Behal, , , 
Haryana,Charkhi Dadri,Badhra,1,12.680,812.23
Haryana,Charkhi Dadri,Dadri-I, , , 
Haryana,Charkhi Dadri,Dadri-II,2,11.000,650.28
Haryana,Charkhi Dadri,Dadri-I, , , 
Haryana,Charkhi Dadri,Badhra,1,12.680,812.23
Haryana,Charkhi Dadri,Dadri-II,2,11.000,650.28
Haryana,Faridabad,Ballabgarh,2,6.080,237.07
Haryana,Faridabad,Faridabad, , , 
Haryana,Fatehabad,Bhattu Kalan, , , 
Haryana,Fatehabad,Bhuna, , , 
Haryana,Fatehabad,Fatehabad,1,6.810,419.96
Haryana,Fatehabad,Ratia,2,25.010,"1,641.17"
Haryana,Fatehabad,Tohana,1,10.120,668.82
Haryana,Fatehabad,Jakhal, , , 
Haryana,Gurgaon,Farukh Nagar, , , 
Haryana,Gurgaon,Gurgaon, , , 
Haryana,Gurgaon,Pataudi, , , 
Haryana,Gurgaon,Sohna,2,9.650,459.00
Haryana,Hisar,Adampur, , , 
Haryana,Hisar,Agroha, , , 
Haryana,Hisar,Barwala, , , 
Haryana,Hisar,Hansi I, , , 
Haryana,Hisar,Hansi-II, , , 
Haryana,Hisar,Hisar I,2,24.000,"1,300.67"
Haryana,Hisar,Hisar-II, , , 
Haryana,Hisar,Narnaund, , , 
Haryana,Hisar,Uklana, , , 
Haryana,Jhajjar,Bahadurgarh,1,11.890,658.70
Haryana,Jhajjar,Beri,,,
Haryana,Jhajjar,Jhajjar,,,
Haryana,Jhajjar,Matenhail,,,
Haryana,Jhajjar,Sahlawas,,,
Haryana,Jind,Alewa,,,
Haryana,Jind,Jind,,,
Haryana,Jind,Julana,,,
Haryana,Jind,Narwana,,,
Haryana,Jind,Pillukhera,,,
Haryana,Jind,Safidon,,,
Haryana,Jind,Uchana Kalan,,,
Haryana,Kaithal,Guhla,,,
Haryana,Kaithal,Kaithal,,,
Haryana,Kaithal,Kalayat,,,
Haryana,Kaithal,Pundri,,,
Haryana,Kaithal,Rajound,,,
Haryana,Kaithal,Siwan,,,
Haryana,Karnal,Assandh,,,
Haryana,Karnal,Gharaunda,,,
Haryana,Karnal,Indri,,,
Haryana,Karnal,Karnal,,,
Haryana,Karnal,Nilo Kheri,,,
Haryana,Karnal,Nissing,,,
Haryana,Kurukshetra,Babain,,,
Haryana,Kurukshetra,Ladwa,,,
Haryana,Kurukshetra,Pehowa,,,
Haryana,Kurukshetra,Shahbad,,,
Haryana,Kurukshetra,Thanesar,,,
Haryana,Kurukshetra,Ismailabad,,,
Haryana,Mewat,Firozepur Jhirkha,,,
Haryana,Mewat,Nagina,,,
Haryana,Mewat,Nuh,,,
Haryana,Mewat,Punhana,,,
Haryana,Mewat,Taoru,,,
Haryana,Mohindergarh,Ateli Nangal,,,
Haryana,Mohindergarh,Kanina,,,
Haryana,Mohindergarh,Mohindergarh,,,
Haryana,Mohindergarh,Nangal Chaudhary,,,
Haryana,Mohindergarh,Narnaul,,,
Haryana,Mohindergarh,Nizampur,,,
Haryana,Mohindergarh,Satnali,,,
Haryana,Mohindergarh,Sihma,,,
Haryana,Palwal,Hassanpur,,,
Haryana,Palwal,Hathin,,,
Haryana,Palwal,Palwal,,,
Haryana,Palwal,Hodal,,,
Haryana,Palwal,Prithla,,,
Haryana,Panchkula,Barwala,,,
Andhra Pradesh,East Godavari,Mandapeta, , , 
Andhra Pradesh,East Godavari,Maredumilli,3,42.000,"1,471.67"
Andhra Pradesh,East Godavari,Mummidivaram,4,10.800,368.88
Andhra Pradesh,East Godavari,P Gannavaram,3,5.410,235.00
Andhra Pradesh,East Godavari,Pamarru,1,1.720,71.30
Andhra Pradesh,East Godavari,Pedapudi, , , 
Andhra Pradesh,East Godavari,Peddapuram,1,2.000,57.50
Andhra Pradesh,East Godavari,Pithapuram, , , 
Andhra Pradesh,East Godavari,Prathipadu,1,1.400,63.00
Andhra Pradesh,East Godavari,Rajahmundry(Rural), , , 
Andhra Pradesh,East Godavari,Rajanagaram,1,2.140,86.30
Andhra Pradesh,East Godavari,Rajavommangi,1,5.000,150.10
Andhra Pradesh,East Godavari,Ramachandrapuram, , , 
Andhra Pradesh,East Godavari,Rampachodavaram, , , 
Andhra Pradesh,East Godavari,Rangampeta, , , 
Andhra Pradesh,East Godavari,Ravulapalem,1,1.880,54.05
Andhra Pradesh,East Godavari,Rayavaram, , , 
Andhra Pradesh,East Godavari,Razole,2,2.720,96.37
Andhra Pradesh,East Godavari,Sakhinetipalle,3,2.780,97.00
Andhra Pradesh,East Godavari,Samalkota,1,2.000,94.15
Andhra Pradesh,East Godavari,Sankhavaram,2,9.000,250.68
Andhra Pradesh,East Godavari,Seethanagaram, , , 
Andhra Pradesh,East Godavari,Tallarevu, , , 
Andhra Pradesh,East Godavari,Thondangi, , , 
Andhra Pradesh,East Godavari,Tuni,2,4.760,155.16
Andhra Pradesh,East Godavari,Uppalaguptam,1,1.000,37.95
Andhra Pradesh,East Godavari,Y Ramavaram,2,5.200,158.66
Andhra Pradesh,East Godavari,Yeleswaram,1,0.820,35.30
Andhra Pradesh,East Godavari,Chintur, , , 
Andhra Pradesh,East Godavari,Kunavaram, , , 
Andhra Pradesh,East Godavari,Vararamachandrapuram, , , 
Andhra Pradesh,East Godavari,Bhadrachalam, , , 
Andhra Pradesh,Eluru,All Blocks, , , 
Andhra Pradesh,Guntur,Achampeta, , , 
Andhra Pradesh,Guntur,Amaravathi,1,5.000,180.00
Andhra Pradesh,Guntur,Amruthalur, , , 
Andhra Pradesh,Guntur,Bapatla,4,3.450,113.94
Andhra Pradesh,Guntur,Bellamkonda,2,15.200,485.34
Andhra Pradesh,Guntur,Bhattiprolu,2,4.700,204.43
Andhra Pradesh,Guntur,Bollapalle,1,4.300,181.70
Andhra Pradesh,Guntur,Chebrole,1,2.200,78.00
Andhra Pradesh,Guntur,Cherukupalle,1,1.953,75.00
Andhra Pradesh,Guntur,Chilakaluripet,3,27.000,"1,006.00"
Andhra Pradesh,Guntur,Dachepalle, , , 
Andhra Pradesh,Guntur,Duggirala, , , 
Andhra Pradesh,Guntur,Durgi,2,21.900,756.00
Andhra Pradesh,Guntur,Edlapadu,1,10.000,365.50
Andhra Pradesh,Guntur,Guntur,2,3.000,83.07
Andhra Pradesh,Guntur,Gurazala,1,8.700,327.00
Andhra Pradesh,Guntur,Ipuru, , , 
Andhra Pradesh,Guntur,Kakumanu,1,2.000,67.64
Andhra Pradesh,Guntur,Karempudi,2,12.900,399.50
Andhra Pradesh,Guntur,Karlapalem,2,2.890,96.23
Andhra Pradesh,Guntur,Kollipara,3,8.230,394.45
Andhra Pradesh,Guntur,Kollur,2,4.340,152.00
Andhra Pradesh,Guntur,Krosuru,1,3.400,101.00
Andhra Pradesh,Guntur,Machavaram, , , 
Andhra Pradesh,Guntur,Macherla, , , 
Andhra Pradesh,Guntur,Mangalagiri, , , 
Andhra Pradesh,Guntur,Medikonduru,1,3.300,108.50
Andhra Pradesh,Guntur,Muppalla,1,1.700,42.50
Andhra Pradesh,Guntur,Nadendla,1,6.800,234.20
Andhra Pradesh,Guntur,Nagaram,1,1.000,37.69
Andhra Pradesh,Guntur,Nakarikallu,5,21.650,772.81
Andhra Pradesh,Guntur,Narasaraopeta,3,15.760,572.00
Andhra Pradesh,Guntur,Nizampatnam,1,1.350,63.00
Andhra Pradesh,Guntur,Nuzendla,3,7.300,272.57
Andhra Pradesh,Guntur,Pedakakani, , , 
Andhra Pradesh,Guntur,Pedakurapadu, , , 
Andhra Pradesh,Guntur,Pedanandipadu,2,7.600,282.91
Andhra Pradesh,Guntur,Phirangipuram,1,3.450,156.00
Andhra Pradesh,Guntur,Piduguralla,1,8.700,301.00
Andhra Pradesh,Guntur,Pittalavanipalem,2,5.900,198.34
Andhra Pradesh,Guntur,Ponnur,1,3.810,105.00
Andhra Pradesh,Guntur,Prathipadu,1,0.610,52.80
Andhra Pradesh,Guntur,Rajupalem, , , 
Andhra Pradesh,Guntur,Rentachintala, , , 
Andhra Pradesh,Guntur,Repalle,1,0.830,41.48
Andhra Pradesh,Guntur,Rompicherla,1,3.200,115.00
Andhra Pradesh,Guntur,Sattenapalle,1,8.400,254.00
Andhra Pradesh,Guntur,Savalyapuram, , , 
Andhra Pradesh,Guntur,Tadikonda,1,8.300,219.70
Andhra Pradesh,Guntur,Tenali,1,0.750,32.30
Andhra Pradesh,Guntur,Thadepalle, , , 
Andhra Pradesh,Guntur,Thullur, , , 
Andhra Pradesh,Guntur,Tsundur,3,8.500,339.63
Andhra Pradesh,Guntur,Vatticherukuru, , , 
Andhra Pradesh,Guntur,Veldurthi, , , 
Andhra Pradesh,Guntur,Vemuru,1,4.200,114.77
Andhra Pradesh,Guntur,Vinukonda,1,3.250,129.20
Andhra Pradesh,Kakinada,All Blocks, , , 
Andhra Pradesh,Krishna,A Konduru,1,6.200,197.28
Andhra Pradesh,Krishna,Agiripalle,3,8.500,278.39
Andhra Pradesh,Krishna,Avanigadda,1,3.800,223.75
Andhra Pradesh,Krishna,Bantumilli, , , 
Andhra Pradesh,Krishna,Bapulapadu, , , 
Andhra Pradesh,Krishna,Challapalli,2,5.600,307.53
Andhra Pradesh,Krishna,Chandarlapadu, , , 
Andhra Pradesh,Krishna,Chatrai,3,10.420,406.60
Andhra Pradesh,Krishna,G Konduru, , , 
Andhra Pradesh,Krishna,Gampalagudem, , , 
Andhra Pradesh,Krishna,Gannavaram,2,5.000,170.85
Andhra Pradesh,Krishna,Ghantasala,3,12.500,614.93
Andhra Pradesh,Krishna,Gudivada,2,5.100,140.50
Andhra Pradesh,Krishna,Gudlavalleru, , , 
Andhra Pradesh,Krishna,Gudur,3,7.400,212.43
Andhra Pradesh,Krishna,Ibrahimpatnam, , , 
Andhra Pradesh,Krishna,Jaggayyapeta,1,4.900,287.61
Andhra Pradesh,Krishna,Kaikalur,4,7.000,295.60
Andhra Pradesh,Krishna,Kalidindi,1,1.200,60.85
Andhra Pradesh,Krishna,Kanchika Cherla, , , 
Andhra Pradesh,Krishna,Kankipadu,2,4.320,156.73
Andhra Pradesh,Krishna,Koduru,2,6.100,228.50
Andhra Pradesh,Krishna,Kruthivennu,3,21.500,852.95
Andhra Pradesh,Krishna,Machilipatnam, , , 
Andhra Pradesh,Krishna,Mandavalli,,,
Andhra Pradesh,Krishna,Mopidevi,,,
Andhra Pradesh,Krishna,Movva,,,
Andhra Pradesh,Krishna,Mudinepalli,,,
Andhra Pradesh,Krishna,Musunuru,,,
Andhra Pradesh,Krishna,Mylavaram,,,
Andhra Pradesh,Krishna,Nagayalanka,,,
Andhra Pradesh,Krishna,Nandigama,,,
Andhra Pradesh,Krishna,Nandivada,,,
Andhra Pradesh,Krishna,Nuzvid,,,
Andhra Pradesh,Krishna,Pamarru,,,
Andhra Pradesh,Krishna,Pamidimukkala,,,
Andhra Pradesh,Krishna,Pedana,,,
Andhra Pradesh,Krishna,Pedaparupudi,,,
Andhra Pradesh,Krishna,Penamaluru,,,
Andhra Pradesh,Krishna,Penuganchiprolu,,,
Andhra Pradesh,Krishna,Reddigudem,,,
Andhra Pradesh,Krishna,Thotlavalluru,,,
Andhra Pradesh,Krishna,Tiruvuru,,,
Andhra Pradesh,Krishna,Unguturu,,,
Andhra Pradesh,Krishna,Vatsavai,,,
Andhra Pradesh,Krishna,Veerullapadu,,,
Andhra Pradesh,Krishna,Vijayawada Rural,,,
Andhra Pradesh,Krishna,Vijayawada Urban,,,
Andhra Pradesh,Krishna,Vissannapet,,,
Andhra Pradesh,Krishna,Vuyyuru,,,
Andhra Pradesh,Kurnool,Adoni,,,
Andhra Pradesh,Kurnool,Allagadda,,,
Andhra Pradesh,Kurnool,Alur,,,
Andhra Pradesh,Kurnool,Aspari,,,
Andhra Pradesh,Kurnool,Atmakur,,,
Andhra Pradesh,Kurnool,Banaganapalle,,,
Andhra Pradesh,Kurnool,Bandi Atmakur,,,
Andhra Pradesh,Kurnool,Bethamcherla,,,
Andhra Pradesh,Kurnool,C.Belagal,,,
Andhra Pradesh,Kurnool,Chagalamarri,,,
Andhra Pradesh,Kurnool,Chippagiri,,,
Andhra Pradesh,Kurnool,Devanakonda,,,
Andhra Pradesh,Kurnool,Dhone,,,
Andhra Pradesh,Kurnool,Dornipadu,,,
Andhra Pradesh,Kurnool,Gadivemula,,,
Andhra Pradesh,Kurnool,Gonegandla,,,
Andhra Pradesh,Kurnool,Gospadu,,,
Andhra Pradesh,Kurnool,Gudur,,,
Andhra Pradesh,Kurnool,Halaharvi,,,
Andhra Pradesh,Kurnool,Holagunda,,,
Andhra Pradesh,Kurnool,Jupadu Bungalow,,,
Andhra Pradesh,Kurnool,Kallur,,,
Andhra Pradesh,Y S R Kadapa,Lingala, , , 
Andhra Pradesh,Y S R Kadapa,Muddanur,2,2.240,69.11
Andhra Pradesh,Y S R Kadapa,Mydukur,3,6.000,187.38
Andhra Pradesh,Y S R Kadapa,Mylavaram,1,10.000,190.53
Andhra Pradesh,Y S R Kadapa,Nandalur, , , 
Andhra Pradesh,Y S R Kadapa,Obulavaripalle, , , 
Andhra Pradesh,Y S R Kadapa,Peddamudium, , , 
Andhra Pradesh,Y S R Kadapa,Penagaluru,3,10.175,372.62
Andhra Pradesh,Y S R Kadapa,Pendlimarri,8,12.935,444.42
Andhra Pradesh,Y S R Kadapa,Porumamilla,7,10.400,372.90
Andhra Pradesh,Y S R Kadapa,Proddutur, , , 
Andhra Pradesh,Y S R Kadapa,Pulivendla, , , 
Andhra Pradesh,Y S R Kadapa,Pullampeta,1,1.500,41.50
Andhra Pradesh,Y S R Kadapa,Rajampet,1,2.700,116.73
Andhra Pradesh,Y S R Kadapa,Raju Palem, , , 
Andhra Pradesh,Y S R Kadapa,Ramapuram, , , 
Andhra Pradesh,Y S R Kadapa,Rayachoti,2,2.440,88.05
Andhra Pradesh,Y S R Kadapa,S A Kasinayana,2,5.450,181.10
Andhra Pradesh,Y S R Kadapa,Sambepalle, , , 
Andhra Pradesh,Y S R Kadapa,Sidhout, , , 
Andhra Pradesh,Y S R Kadapa,Simhadripuram, , , 
Andhra Pradesh,Y S R Kadapa,T Sundupalle,4,8.250,292.63
Andhra Pradesh,Y S R Kadapa,Thondur, , , 
Andhra Pradesh,Y S R Kadapa,V N Palli,2,10.080,385.73
Andhra Pradesh,Y S R Kadapa,Vallur,2,4.710,159.95
Andhra Pradesh,Y S R Kadapa,Veeraballe,1,1.820,57.82
Andhra Pradesh,Y S R Kadapa,Vempalle,1,2.800,55.70
Andhra Pradesh,Y S R Kadapa,Vemula, , , 
Andhra Pradesh,Y S R Kadapa,Vontimitta, , , 
Andhra Pradesh,Y S R Kadapa,Yerraguntla, , , 
Bihar,Araria,Araria,14,111.500,"6,712.24"
Bihar,Araria,Bhargama,9,39.878,"2,066.85"
Bihar,Araria,Forbisganj,20,75.167,"3,703.39"
Bihar,Araria,Joukihat,13,69.992,"3,979.12"
Bihar,Araria,Kursakanta,4,14.468,309.37
Bihar,Araria,Narpatganj,10,73.664,"3,621.68"
Bihar,Araria,Palasi,10,54.973,"2,692.07"
Bihar,Araria,Raniganj,8,41.266,"2,033.23"
Bihar,Araria,Sikti,9,33.376,"1,608.49"
Bihar,Arwal,Arwal,6,8.471,324.01
Bihar,Arwal,Banshi Surajpur,6,9.983,434.61
Bihar,Arwal,Kaler,2,3.068,109.48
Bihar,Arwal,Karpi,10,21.235,696.60
Bihar,Arwal,Kurtha,6,11.329,380.06
Bihar,Aurangabad,Aurangabad,5,15.780,532.06
Bihar,Aurangabad,Barun,15,57.915,"2,090.18"
Bihar,Aurangabad,Daudnagar,9,18.115,740.98
Bihar,Aurangabad,Deo,4,7.282,249.32
Bihar,Aurangabad,Goh,23,89.586,"3,487.87"
Bihar,Aurangabad,Haspura,2,10.545,379.82
Bihar,Aurangabad,Kutumba,10,35.159,"1,381.23"
Bihar,Aurangabad,Madanpur,7,23.290,807.79
Bihar,Aurangabad,Nabinagar,3,13.952,444.49
Bihar,Aurangabad,Obra,16,55.527,"2,122.80"
Bihar,Aurangabad,Rafiganj,7,45.480,"1,508.84"
Bihar,Banka,Amarpur,15,42.635,"1,707.43"
Bihar,Banka,Banka,15,83.255,"2,887.83"
Bihar,Banka,Barahat,4,8.437,316.56
Bihar,Banka,Baunsi,27,106.127,"3,946.84"
Bihar,Banka,Belhar,24,74.263,"2,643.93"
Bihar,Banka,Chanan,14,95.335,"3,194.20"
Bihar,Banka,Dhoraiya,19,45.932,"1,648.29"
Bihar,Banka,Fulli Dumar,8,23.426,857.42
Bihar,Banka,Katoria,12,78.827,"2,544.47"
Bihar,Banka,Rajaun,24,76.312,"2,821.29"
Bihar,Banka,Shambhuganj,18,49.256,"1,866.50"
Bihar,Begusarai,Bacchwara,16,40.988,"2,122.26"
Bihar,Begusarai,Bakhri,3,6.370,416.66
Bihar,Begusarai,Baliya,3,19.050,"1,153.92"
Bihar,Begusarai,Barauni,3,8.760,493.89
Bihar,Begusarai,Begusarai,5,18.248,905.64
Bihar,Begusarai,Bhagwanpur,9,36.160,"1,793.40"
Bihar,Begusarai,Birpur,2,5.760,277.27
Bihar,Begusarai,Cheriabariarpur,1,3.290,233.27
Bihar,Begusarai,Chorhani,2,3.960,259.63
Bihar,Begusarai,Dandari,4,12.980,898.44
Bihar,Begusarai,Garhpura, , , 
Bihar,Begusarai,Khodwantpur,1,2.550,123.81
Bihar,Begusarai,Mansurchak,8,24.180,"1,276.26"
Bihar,Begusarai,Matihani,2,7.450,435.64
Bihar,Begusarai,Nawkothi,3,7.350,429.68
Bihar,Begusarai,Sahebpur Kamal,2,4.150,219.90
Bihar,Begusarai,Shamho Akha Kurha, , , 
Bihar,Begusarai,Teghara,2,8.130,368.07
Bihar,Bhagalpur,Bihpur,8,20.314,"1,012.99"
Bihar,Bhagalpur,Gauradih,14,48.504,"2,365.02"
Bihar,Bhagalpur,Gopalpur,2,6.021,319.18
Bihar,Bhagalpur,Ismilepur,1,17.680,847.87
Bihar,Bhagalpur,Jagdishpur,6,21.744,"1,310.01"
Bihar,Bhagalpur,Kahalgaon,15,68.526,"3,112.18"
Bihar,Bhagalpur,Kharik,8,30.576,"1,472.70"
Bihar,Bhagalpur,Narayanpur,5,17.030,873.46
Bihar,Bhagalpur,Nathnagar,8,36.316,"1,765.06"
Bihar,Bhagalpur,Naugachhia,2,11.249,498.39
Bihar,Bhagalpur,Pirpaiti,22,129.157,"5,782.44"
